,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,company,full_name
6998,EON Era Plus,229999,80000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,11,Hyundai,Hyundai EON Era Plus
6999,City i DTec VX,1000000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5,9,Honda,Honda City i DTec VX
7000,Santro Xing GL Plus,200000,90000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5,13,Hyundai,Hyundai Santro Xing GL Plus
7001,Alto LX,90000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5,21,Maruti,Maruti Alto LX
7002,i20 1.4 CRDi Asta,330000,90000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5,13,Hyundai,Hyundai i20 1.4 CRDi Asta
7003,Ritz VDi ABS,200000,70000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5,16,Maruti,Maruti Ritz VDi ABS
7004,KUV 100 D75 K4 Plus,420000,31000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6,7,Mahindra,Mahindra KUV 100 D75 K4 Plus
7005,Swift Dzire VDi,260000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,16,Maruti,Maruti Swift Dzire VDi
7006,i20 Sportz 1.2,590000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,9,Hyundai,Hyundai i20 Sportz 1.2
7007,Swift VDI BSIV,545000,180000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,10,Maruti,Maruti Swift VDI BSIV
7008,Wagon R LXI BS IV,210000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,14,Maruti,Maruti Wagon R LXI BS IV
7009,City 2017-2020 GXi,185000,110000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5,17,Honda,Honda City 2017-2020 GXi
7010,Wagon R LXI,125000,59000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,19,Maruti,Maruti Wagon R LXI
7011,EON Magna Plus,280000,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,11,Hyundai,Hyundai EON Magna Plus
7012,Wagon R VXI,98000,70000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,20,Maruti,Maruti Wagon R VXI
7013,Indica Vista Aqua 1.4 TDI,100000,190000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5,16,Tata,Tata Indica Vista Aqua 1.4 TDI
7014,Verito Vibe 1.5 dCi D4,250000,180000,Diesel,Individual,Manual,First Owner,20.8,1461.0,64.1,5,12,Mahindra,Mahindra Verito Vibe 1.5 dCi D4
7015,Fortuner 3.0 Diesel,750000,150000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7,15,Toyota,Toyota Fortuner 3.0 Diesel
7016,Optra Magnum 2.0 LS,160000,130000,Diesel,Individual,Manual,Second Owner,16.52,1991.0,123.7,5,18,Chevrolet,Chevrolet Optra Magnum 2.0 LS
7017,Verna 1.6 CRDi EX AT,509999,120000,Diesel,Individual,Automatic,Second Owner,22.32,1582.0,126.3,5,12,Hyundai,Hyundai Verna 1.6 CRDi EX AT
7018,Indica V2 DL,95000,80000,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5,16,Tata,Tata Indica V2 DL
7019,Verna 1.6 SX CRDi (O),525000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5,11,Hyundai,Hyundai Verna 1.6 SX CRDi (O)
7020,RediGO 1.0 T Option,278000,20000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5,8,Datsun,Datsun RediGO 1.0 T Option
7021,800 AC,50000,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,28,Maruti,Maruti 800 AC
7022,Polo Diesel Highline 1.2L,254999,120000,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,5,14,Volkswagen,Volkswagen Polo Diesel Highline 1.2L
7025,S-Cross 2017-2020 Zeta DDiS 200 SH,950000,51000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5,7,Maruti,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH
7026,City 2017-2020 GXi,229999,60000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,5,18,Honda,Honda City 2017-2020 GXi
7027,Innova 2.5 G4 Diesel 8-seater,600000,220000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8,16,Toyota,Toyota Innova 2.5 G4 Diesel 8-seater
7028,Alto 800 VXI Optional,330000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,8,Maruti,Maruti Alto 800 VXI Optional
7029,Alto K10 VXI,350000,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5,8,Maruti,Maruti Alto K10 VXI
7030,Polo 1.2 MPI Comfortline,560000,35000,Petrol,Individual,Manual,First Owner,16.2,1199.0,74.0,5,9,Volkswagen,Volkswagen Polo 1.2 MPI Comfortline
7031,Wagon R VXI BS IV,440000,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,8,Maruti,Maruti Wagon R VXI BS IV
7032,A-Star Vxi,220000,90000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5,14,Maruti,Maruti A-Star Vxi
7033,Swift Dzire ZDI,750000,110000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5,8,Maruti,Maruti Swift Dzire ZDI
7034,XUV500 W6 2WD,800000,140000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,10,Mahindra,Mahindra XUV500 W6 2WD
7035,Indica V2 DLX,59259,104000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5,18,Tata,Tata Indica V2 DLX
7042,Thar DI 4X4 PS,750000,16000,Diesel,Individual,Manual,First Owner,18.06,2523.0,63.0,7,10,Mahindra,Mahindra Thar DI 4X4 PS
7043,Baleno RS 1.0 Petrol,780000,7200,Petrol,Individual,Manual,First Owner,21.1,998.0,100.5,5,6,Maruti,Maruti Baleno RS 1.0 Petrol
7044,Polo Diesel Comfortline 1.2L,320000,77000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5,14,Volkswagen,Volkswagen Polo Diesel Comfortline 1.2L
7045,KUV 100 D75 K8 Dual Tone,690000,40000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6,8,Mahindra,Mahindra KUV 100 D75 K8 Dual Tone
7046,Swift Dzire ZDi,375000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,13,Maruti,Maruti Swift Dzire ZDi
7047,Figo 1.2P Sports Edition MT,620000,50000,Petrol,Individual,Manual,First Owner,18.12,1196.0,86.8,5,8,Ford,Ford Figo 1.2P Sports Edition MT
7048,Santro Xing GL Plus LPG,300000,85000,LPG,Individual,Manual,First Owner,13.45,1086.0,62.1,5,10,Hyundai,Hyundai Santro Xing GL Plus LPG
7049,Eeco 7 Seater Standard BSIV,370000,58000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7,9,Maruti,Maruti Eeco 7 Seater Standard BSIV
7050,Thar 4X4,770000,85000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,7,12,Mahindra,Mahindra Thar 4X4
7051,Xcent 1.2 Kappa S Option,500000,65000,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,5,11,Hyundai,Hyundai Xcent 1.2 Kappa S Option
7052,KUV 100 mFALCON D75 K2,450000,120000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6,8,Mahindra,Mahindra KUV 100 mFALCON D75 K2
7053,Santro Xing GL Plus,195000,50000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5,12,Hyundai,Hyundai Santro Xing GL Plus
7054,Wagon R AMT VXI Option,472000,30000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5,7,Maruti,Maruti Wagon R AMT VXI Option
7055,Alto K10 VXI,250000,58000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5,11,Maruti,Maruti Alto K10 VXI
7056,Beat Diesel,165000,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5,14,Chevrolet,Chevrolet Beat Diesel
7057,Zest Quadrajet 1.3 XT,525000,110000,Diesel,Individual,Manual,Second Owner,20.65,1248.0,88.7,5,7,Tata,Tata Zest Quadrajet 1.3 XT
7058,Wagon R LXI,145000,65000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5,22,Maruti,Maruti Wagon R LXI
7059,Indica Vista Quadrajet 90 VX,325000,100000,Diesel,Individual,Manual,First Owner,22.3,1248.0,88.8,5,12,Tata,Tata Indica Vista Quadrajet 90 VX
7060,Bolero Power Plus ZLX,660000,60000,Diesel,Individual,Manual,Second Owner,16.5,1493.0,70.0,7,8,Mahindra,Mahindra Bolero Power Plus ZLX
7061,Classic 1.4 Duratorq CLXI,310000,90000,Diesel,Individual,Manual,Second Owner,19.68,1399.0,67.0,5,11,Ford,Ford Classic 1.4 Duratorq CLXI
7062,Bolero SLX 4WD BSIII,250000,200000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7,17,Mahindra,Mahindra Bolero SLX 4WD BSIII
7063,Classic 1.4 Duratorq CLXI,330000,100000,Diesel,Individual,Manual,Second Owner,19.68,1399.0,67.0,5,11,Ford,Ford Classic 1.4 Duratorq CLXI
7064,Figo Diesel Titanium,250000,80000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5,13,Ford,Ford Figo Diesel Titanium
7065,NuvoSport N8 AMT,650000,60000,Diesel,Individual,Automatic,First Owner,17.45,1493.0,100.0,7,8,Mahindra,Mahindra NuvoSport N8 AMT
7066,Alto K10 VXI,305000,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5,9,Maruti,Maruti Alto K10 VXI
7067,Ciaz VDi Plus,600000,50000,Diesel,Individual,Manual,First Owner,26.21,1248.0,88.5,5,10,Maruti,Maruti Ciaz VDi Plus
7068,Wagon R LXI Optional,280000,110000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,10,Maruti,Maruti Wagon R LXI Optional
7069,Indigo CR4,153000,50000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5,14,Tata,Tata Indigo CR4
7070,TUV 300 mHAWK100 T8,700000,30000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7,7,Mahindra,Mahindra TUV 300 mHAWK100 T8
7071,KWID RXL,325000,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,8,Renault,Renault KWID RXL
7073,800 AC,155000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,19,Maruti,Maruti 800 AC
7074,Alto K10 2010-2014 VXI,235000,80000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5,13,Maruti,Maruti Alto K10 2010-2014 VXI
7075,Swift VXI Optional,500000,15000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,9,Maruti,Maruti Swift VXI Optional
7076,Bolero DI,120000,150000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,21,Mahindra,Mahindra Bolero DI
7077,Rapid 1.5 TDI AT Style Plus,675000,88000,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,5,9,Skoda,Skoda Rapid 1.5 TDI AT Style Plus
7078,Innova 2.5 Z Diesel 7 Seater BS IV,950000,80000,Diesel,Dealer,Manual,First Owner,12.99,2494.0,100.6,7,11,Toyota,Toyota Innova 2.5 Z Diesel 7 Seater BS IV
7079,XUV500 W5 BSIV,1051000,59865,Diesel,Dealer,Manual,First Owner,15.1,2179.0,152.87,7,7,Mahindra,Mahindra XUV500 W5 BSIV
7080,Polo 2015-2019 GT 1.5 TDI,591000,60000,Diesel,Dealer,Manual,First Owner,21.49,1498.0,108.5,5,9,Volkswagen,Volkswagen Polo 2015-2019 GT 1.5 TDI
7081,i20 Asta 1.4 CRDi,585000,72000,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5,10,Hyundai,Hyundai i20 Asta 1.4 CRDi
7082,City i-VTEC CVT ZX,1025000,68140,Petrol,Dealer,Automatic,First Owner,18.0,1497.0,117.6,5,8,Honda,Honda City i-VTEC CVT ZX
7083,Swift VDI,450000,53190,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5,11,Maruti,Maruti Swift VDI
7084,i20 2015-2017 Sportz 1.4 CRDi,484999,70100,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5,11,Hyundai,Hyundai i20 2015-2017 Sportz 1.4 CRDi
7085,Jazz 1.5 S i DTEC,650000,47725,Diesel,Dealer,Manual,First Owner,27.3,1498.0,98.6,5,7,Honda,Honda Jazz 1.5 S i DTEC
7086,Swift Dzire VDI,434999,70195,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.02,5,11,Maruti,Maruti Swift Dzire VDI
7087,Figo Diesel EXI,195000,77395,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,5,14,Ford,Ford Figo Diesel EXI
7088,Marazzo M2 8Str BSIV,1000000,17000,Diesel,Dealer,Manual,First Owner,17.3,1497.0,121.0,8,6,Mahindra,Mahindra Marazzo M2 8Str BSIV
7089,Elantra CRDi SX Option AT,650000,64000,Diesel,Dealer,Automatic,First Owner,14.62,1498.0,113.42,5,12,Hyundai,Hyundai Elantra CRDi SX Option AT
7090,Beat Diesel LS,190000,74321,Diesel,Dealer,Manual,First Owner,25.44,936.0,56.3,5,11,Chevrolet,Chevrolet Beat Diesel LS
7091,Swift Dzire ZDI,409999,80235,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.02,5,12,Maruti,Maruti Swift Dzire ZDI
7092,Creta 1.6 CRDi AT SX Plus,1050000,77150,Diesel,Dealer,Automatic,First Owner,17.01,1582.0,126.2,5,9,Hyundai,Hyundai Creta 1.6 CRDi AT SX Plus
7093,Vento 1.5 TDI Highline Plus AT,651000,69000,Diesel,Dealer,Automatic,First Owner,22.15,1498.0,108.6,5,10,Volkswagen,Volkswagen Vento 1.5 TDI Highline Plus AT
7094,SX4 S Cross 2015-2017 DDiS 200 Alpha,650000,57000,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,5,10,Maruti,Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha
7095,Rapid 1.5 TDI Ambition Plus,750000,89000,Diesel,Dealer,Manual,First Owner,21.14,1498.0,103.6,5,8,Skoda,Skoda Rapid 1.5 TDI Ambition Plus
7096,Passat Highline DSG S (Spl. Edition),799000,61100,Diesel,Dealer,Automatic,First Owner,14.3,1968.0,140.0,5,13,Volkswagen,Volkswagen Passat Highline DSG S (Spl. Edition)
7097,Octavia Ambiente 1.9 TDI,355000,116000,Diesel,Individual,Manual,First Owner,18.7,1896.0,66.0,5,15,Skoda,Skoda Octavia Ambiente 1.9 TDI
7098,Verna 1.6 CRDi S Option,600000,80000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.32,5,10,Hyundai,Hyundai Verna 1.6 CRDi S Option
7099,Swift VDI,685000,26000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5,7,Maruti,Maruti Swift VDI
7100,Swift LDI,509999,100000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5,7,Maruti,Maruti Swift LDI
7101,Alto Green LXi (CNG),150000,82300,CNG,Individual,Manual,Second Owner,26.83,796.0,38.4,5,13,Maruti,Maruti Alto Green LXi (CNG)
7102,Swift Dzire Vdi BSIV,650000,82050,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,8,Maruti,Maruti Swift Dzire Vdi BSIV
7103,XUV500 W8 4WD,675000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7,13,Mahindra,Mahindra XUV500 W8 4WD
7104,KWID AMT,319000,30000,Petrol,Individual,Automatic,First Owner,24.04,999.0,67.0,5,7,Renault,Renault KWID AMT
7105,Amaze S Petrol BSIV,640000,6000,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,5,6,Honda,Honda Amaze S Petrol BSIV
7106,i20 1.2 Asta,650000,30000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,8,Hyundai,Hyundai i20 1.2 Asta
7107,Ertiga VDI,650000,70000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,10,Maruti,Maruti Ertiga VDI
7108,Alto Green LXi (CNG),155000,70000,CNG,Individual,Manual,Second Owner,26.83,796.0,38.4,5,15,Maruti,Maruti Alto Green LXi (CNG)
7110,Swift Ldi BSIII,175000,120000,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5,17,Maruti,Maruti Swift Ldi BSIII
7111,Grand i10 CRDi SportZ Edition,375000,76000,Diesel,Individual,Manual,Third Owner,24.0,1120.0,70.0,5,11,Hyundai,Hyundai Grand i10 CRDi SportZ Edition
7112,Grand i10 CRDi Asta,430000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5,11,Hyundai,Hyundai Grand i10 CRDi Asta
7113,Indica V2 DLS,65000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5,17,Tata,Tata Indica V2 DLS
7114,Accent GLS,150000,70000,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5,16,Hyundai,Hyundai Accent GLS
7115,i20 Active S Petrol,620000,13000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,6,Hyundai,Hyundai i20 Active S Petrol
7116,Classic 1.6 Duratec CLXI,250000,60000,Petrol,Individual,Manual,Second Owner,14.09,1596.0,99.6,5,12,Ford,Ford Classic 1.6 Duratec CLXI
7117,Ritz VDi,275000,165000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5,14,Maruti,Maruti Ritz VDi
7118,Tavera Neo 3 LS 10 Seats BSIII,454000,120000,Diesel,Individual,Manual,Second Owner,13.58,2499.0,72.4,10,12,Chevrolet,Chevrolet Tavera Neo 3 LS 10 Seats BSIII
7119,TUV 300 T4,600000,30000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7,8,Mahindra,Mahindra TUV 300 T4
7120,Vento Diesel Comfortline,400000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5,14,Volkswagen,Volkswagen Vento Diesel Comfortline
7121,Renault Logan 1.5 DLE Diesel,180000,187000,Diesel,Individual,Manual,Second Owner,19.2,1461.0,65.0,5,18,Mahindra,Mahindra Renault Logan 1.5 DLE Diesel
7122,Vitara Brezza VDi,750000,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,9,Maruti,Maruti Vitara Brezza VDi
7123,Swift VXI Optional,500000,40000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,9,Maruti,Maruti Swift VXI Optional
7128,Mobilio RS Option i DTEC,1000000,46000,Diesel,Individual,Manual,First Owner,24.5,1498.0,98.6,7,10,Honda,Honda Mobilio RS Option i DTEC
7129,Baleno Alpha 1.3,740000,24400,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5,8,Maruti,Maruti Baleno Alpha 1.3
7130,Vento 1.5 TDI Highline Plus AT BSIV,1290000,29899,Diesel,Dealer,Automatic,First Owner,22.15,1498.0,108.6,5,7,Volkswagen,Volkswagen Vento 1.5 TDI Highline Plus AT BSIV
7132,Grand i10 Nios Sportz,775000,2000,Petrol,Dealer,Manual,First Owner,20.7,1197.0,81.86,5,5,Hyundai,Hyundai Grand i10 Nios Sportz
7133,Lodgy 85PS RxL,695000,34000,Diesel,Dealer,Manual,First Owner,21.04,1461.0,83.8,8,8,Renault,Renault Lodgy 85PS RxL
7134,Elite i20 Asta Option CVT BSIV,730000,31000,Petrol,Dealer,Automatic,First Owner,17.4,1197.0,81.86,5,7,Hyundai,Hyundai Elite i20 Asta Option CVT BSIV
7135,Trailblazer LTZ 4X2 AT,1295000,46000,Diesel,Dealer,Automatic,Second Owner,11.45,2776.0,197.2,7,9,Chevrolet,Chevrolet Trailblazer LTZ 4X2 AT
7136,MU 7 AT Premium,1160000,121000,Diesel,Dealer,Automatic,First Owner,12.08,2999.0,161.0,7,9,Isuzu,Isuzu MU 7 AT Premium
7137,GLC 220d 4MATIC,3300000,60000,Diesel,Dealer,Automatic,First Owner,0.0,1950.0,194.0,5,8,Mercedes-Benz,Mercedes-Benz GLC 220d 4MATIC
7139,Celerio ZXI Optional AMT BSIV,434999,10000,Petrol,Dealer,Automatic,First Owner,23.1,998.0,67.04,5,9,Maruti,Maruti Celerio ZXI Optional AMT BSIV
7140,GL-Class 220d 4MATIC Sport,4600000,6000,Diesel,Dealer,Automatic,First Owner,17.9,2143.0,170.0,5,7,Mercedes-Benz,Mercedes-Benz GL-Class 220d 4MATIC Sport
7142,Creta 1.6 CRDi SX,850000,59235,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.2,5,10,Hyundai,Hyundai Creta 1.6 CRDi SX
7143,X4 M Sport X xDrive20d,5800000,21000,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5,6,BMW,BMW X4 M Sport X xDrive20d
7144,Amaze S i-Dtech,520000,48000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5,11,Honda,Honda Amaze S i-Dtech
7145,Xylo D4,650000,114000,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,7,7,Mahindra,Mahindra Xylo D4
7146,Swift Dzire LDi,430000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,14,Maruti,Maruti Swift Dzire LDi
7147,i20 Magna Optional 1.4 CRDi,360000,144000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.8,5,12,Hyundai,Hyundai i20 Magna Optional 1.4 CRDi
7148,i20 Magna Optional 1.4 CRDi,350000,144000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.8,5,12,Hyundai,Hyundai i20 Magna Optional 1.4 CRDi
7149,Vitara Brezza ZDi Plus Dual Tone,791000,190000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,9,Maruti,Maruti Vitara Brezza ZDi Plus Dual Tone
7150,Innova 2.5 G (Diesel) 7 Seater,950000,190000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7,10,Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater
7151,Swift VDI,690000,20000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5,6,Maruti,Maruti Swift VDI
7152,Verna CRDi 1.6 EX,860000,40000,Diesel,Individual,Manual,Second Owner,22.0,1582.0,126.2,5,8,Hyundai,Hyundai Verna CRDi 1.6 EX
7153,Swift Dzire Vdi BSIV,371000,100000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,13,Maruti,Maruti Swift Dzire Vdi BSIV
7154,Indica V2 DLX TC,45000,60000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,68.0,5,17,Tata,Tata Indica V2 DLX TC
7155,Fiesta 1.4 ZXi TDCi Limited Edition,55000,201000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5,19,Ford,Ford Fiesta 1.4 ZXi TDCi Limited Edition
7156,Vento Diesel Highline,240000,110000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5,14,Volkswagen,Volkswagen Vento Diesel Highline
7157,Swift VDI BSIV,495000,77215,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5,11,Maruti,Maruti Swift VDI BSIV
7158,Jazz 1.2 S i VTEC,671000,48228,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5,10,Honda,Honda Jazz 1.2 S i VTEC
7159,Swift VDI Optional,693000,58559,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,5,8,Maruti,Maruti Swift VDI Optional
7160,City i DTec SV,802999,50856,Diesel,Dealer,Manual,First Owner,26.0,1498.0,98.6,5,9,Honda,Honda City i DTec SV
7161,City i VTEC VX,890000,18300,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5,8,Honda,Honda City i VTEC VX
7162,Swift LDI,495000,59292,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5,10,Maruti,Maruti Swift LDI
7163,Celerio ZXI Optional AMT BSIV,545000,10000,Petrol,Dealer,Automatic,First Owner,23.1,998.0,67.04,5,7,Maruti,Maruti Celerio ZXI Optional AMT BSIV
7164,Baleno Zeta Automatic,775000,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197.0,83.1,5,7,Maruti,Maruti Baleno Zeta Automatic
7165,City i-DTEC ZX,925000,69000,Diesel,Dealer,Manual,First Owner,25.6,1498.0,97.9,5,8,Honda,Honda City i-DTEC ZX
7167,Swift AMT VDI,790000,16000,Diesel,Dealer,Automatic,First Owner,28.4,1248.0,74.0,5,7,Maruti,Maruti Swift AMT VDI
7168,Innova Crysta 2.4 VX MT 8S BSIV,1789999,36000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.8,8,8,Toyota,Toyota Innova Crysta 2.4 VX MT 8S BSIV
7169,Baleno Delta,620000,37000,Petrol,Dealer,Manual,First Owner,21.01,1197.0,81.8,5,8,Maruti,Maruti Baleno Delta
7170,Celerio VDi,375000,61173,Diesel,Dealer,Manual,First Owner,27.62,793.0,47.0,5,9,Maruti,Maruti Celerio VDi
7171,A4 35 TDI Premium Plus,2450000,30000,Diesel,Dealer,Automatic,First Owner,18.25,1968.0,187.74,5,9,Audi,Audi A4 35 TDI Premium Plus
7172,XUV500 W8 2WD,850000,75000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7,11,Mahindra,Mahindra XUV500 W8 2WD
7173,Baleno Alpha CVT,750000,51000,Petrol,Dealer,Automatic,First Owner,19.56,1197.0,81.8,5,8,Maruti,Maruti Baleno Alpha CVT
7174,Baleno Alpha,775000,17000,Petrol,Dealer,Manual,First Owner,21.01,1197.0,81.8,5,7,Maruti,Maruti Baleno Alpha
7175,Swift Vdi BSIII,260000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5,17,Maruti,Maruti Swift Vdi BSIII
7176,A6 2.0 TDI Premium Plus,2000000,35000,Diesel,Individual,Automatic,Second Owner,17.68,1968.0,174.33,5,12,Audi,Audi A6 2.0 TDI Premium Plus
7178,XUV500 AT W10 AWD,1300000,91567,Diesel,Individual,Automatic,Third Owner,16.0,2179.0,140.0,7,9,Mahindra,Mahindra XUV500 AT W10 AWD
7179,Celerio VXI,380000,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5,8,Maruti,Maruti Celerio VXI
7180,Grand i10 1.2 Kappa Sportz Option,480000,60000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,8,Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Option
7181,Alto 800 LXI,240000,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,9,Maruti,Maruti Alto 800 LXI
7182,Verna 1.4 VTVT,500000,33400,Petrol,Individual,Manual,First Owner,17.43,1396.0,105.5,5,11,Hyundai,Hyundai Verna 1.4 VTVT
7183,Swift LXI Optional-O,420000,36000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5,10,Maruti,Maruti Swift LXI Optional-O
7184,Figo Diesel ZXI,130000,180000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5,14,Ford,Ford Figo Diesel ZXI
7185,Alto K10 2010-2014 VXI,110000,80000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5,13,Maruti,Maruti Alto K10 2010-2014 VXI
7186,Alto LX BSIII,120000,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,18,Maruti,Maruti Alto LX BSIII
